#node1 node2 weight
victorious war 8
assist war 8
assist president 8
president right 8
leave let 8
let promote 8
promote war 8
bullying stop 8
bullying country 8
call country 8
call peace 8
instead peace 8
br instead 8
daniel innocent 8
man victim 8
malicious victim 8
malicious prosecution 8
air detail 8
air condition 8
condition office 8
inside office 8
chill inside 8
chill people 8
parent people 8
parent sister 8
brother sister 8
brother go 8
go sad 8
potus tweet 17
stamp time 17
stamp tie 17
relevant tie 17
drop relevant 17
much war 8
damage much 8
america think 24
leave need 16
iran leave 8
alone iran 8
alone amp 8
amp president 8
president tiny 8
hand tiny 8
arrested need 8
arrested war 8
sir waiting 9
action waiting 8
military quite 8
quite time 8
never time 8
necessary never 8
necessary puff 8
kill yes 8
bastard kill 8
always bastard 8
always ask 8
ask nude 8
immediate retaliation 8
retaliation threat 8
country figured 8
figured talk 8
allah may 8
allah help 8
help muslim 8
muslim ummah 8
around ummah 8
absolute trump 8
government trump 8
government unreal 8
pentagon unreal 8
pentagon sent 8
letter sent 8
letter saying 8
saying th 8
christian trump 8
christian lot 8
fake lot 8
christian fake 8
christian world 8
president yes 24
everyday u 8
everyday wake 8
wake wondering 8
die wondering 8
iran mess 8
iran started 8
started way 8
trump way 24
came office 8
anywhere military 16
anywhere world 16
far world 16
far sam 8
assassinate trump 8
assassinate iranian 8
general none 8
happening none 8
iran selected 40
selected u 40
largest u 40
base largest 40
make safer 8
amp sense 8
amp assassination 8
assassination general 8
call think 8
duty sir 8
announced minister 24
announced iran 24
level vote 8
bring iran 8
bring every 8
every troop 8
back troop 8
focus home 8
focus securing 8
border securing 8
many see 8
coming many 8
coming endangered 8
endangered world 8
another crisis 8
crisis mr 8
asshole well 8
10 corinthian 8
10 weapon 8
militia weapon 8
carnal militia 8
carnal powerful 8
god powerful 8
glad u 8
shown u 8
restraint shown 8
attack restraint 8
attack two 8
take two 8
big take 8
big man 8
change god 8
change fact 8
fact unfit 8
office unfit 8
got well 8
got u 8
mess u 8
mess still 8
prayer safety 8
involved safety 8
american involved 8
iranian iraqi 8
alike iranian 8
alike statement 8
ask talked 8
ask might 8
get might 8
coherent tweet 16
coherent trump 8
staffer trump 8
bitch got 8
fucked got 8
fucked slick 8
slick started 8
shit started 8
attack intend 8
president ridiculed 8
attacked ridiculed 8
attacked falsely 8
accused falsely 8
bank call 8
bank holiday 8
doubt mind 8
best mind 8
america best 8
america feel 8
feel safe 8
safe thank 8
bast knock 8
bast teach 8
em teach 8
em hard 8
hard lesson 8
lesson wipe 8
terrorist wipe 8
childishness please 8
childishness stop 8
ridiculous stop 8
name trump 8
child martyr 8
martyr say 8
plane say 8
wake well 8
crop warn 8
american warn 8
call people 8
american call 8
sleepy still 8
law religion 8
law tool 8
emotion tool 8
emotion hatred 8
anger hatred 8
anger love 8
love passion 8
great think 8
iranian killed 8
killed lot 8
american lot 8
american past 8
past year 9
damaged year 8
deepest depth 8
depth heart 8
amp fire 8
amp fury 8
edition fury 8
edition people 8
behind people 8
discussion world 8
destruction discussion 8
business leave 8
business thank 8
english sorry 8
english learned 8
learned open 8
open source 8
decade source 8
decade ir 8
war weary 8
leave weary 8
alone leave 8
alone please 8
admits someone 8
admits killed 8
killed someone 8
murder someone 8
america troop 32
overseas troop 32
american remember 8
american embassy 8
beirut embassy 8
traitor well 8
pressured trump 8
israel pressured 8
israel lobby 8
finally lobby 8
got jeopardize 8
mc next 8
next tweet 8
ka tweet 8
ka world 8
wide world 8
wait wide 8
ho wait 8
faux fiend 8
fiend morning 8
blaming morning 8
blaming shocker 8
potus support 24
please potus 16
hate like 8
like loud 8
loud mouthed 8
american mouthed 8
abomination fucking 8
abomination absolutely 8
absolutely good 8
human use 8
human nothing 8
nothing quality 8
offer quality 8
alright fool 8
fool man 8
know man 8
hate know 8
hate time 8
talk time 8
negotiation talk 8
ass well 8
ass casualty 8
casualty two 8
statement two 8
even statement 8
even post 8
leader stupid 8
doubt end 8
doubt think 8
20 yeah 8
20 missile 8
launched u 8
base definitely 8
definitely make 8
typical well 8
fault mr 8
remember trump 9
powerful remember 8
condition powerful 8
israeli war 8
israeli master 8
bravo master 8
one year 8
ago today 8
said today 8
endless said 8
endless war 8
speaking tonight 8
odd tonight 8
noticeably odd 8
amp noticeably 8
amp uncharacteristically 8
coherent uncharacteristically 8
count tweet 8
thanks update 8
keep update 8
amazing think 8
amazing career 8
career stand 8
comedy stand 8
bless sir 8
demon really 8
control demon 8
control stock 8
market stock 17
killer market 8
killer world 8
peace really 8
fired really 8
latest well 8
escalation latest 8
escalation war 8
footing war 8
footing one 8
one orwellian 8
funded obama 8
america obama 8
obama responsible 8
american tell 8
american today 8
iran today 8
blinked got 8
got result 8
china winner 8
charter un 8
charter written 8
right u 8
order right 8
avoid order 8
avoid country 8
like th 8
look really 8
bad really 8
bad bc 8
bc humanity 8
humanity trump 8
bombed trump 8
bombed public 8
disgrace well 8
disgrace humanity 9
embarrassment humanity 8
embarrassment next 8
move next 16
america god 32
impeached well 16
forcing impeached 16
distraction forcing 16
deliberately distraction 16
deliberately placing 16
god put 16
president put 16
front trump 16
every front 16
decision every 16
order wait 16
elected order 16
body elected 16
body section 16
bill u 16
bill right 16
behalf trump 16
behalf patriotic 16
said think 16
enough said 16
enough trying 16
war win 16
election le 16
becoming le 16
killed soleimani 16
destroy rogue 16
like state 16
china iran 16
china pakistan 16
make pakistan 16
make world 16
order place 16
nuke order 16
bad nuke 16
bad state 16
day sad 16
day leader 16
iran use 24
sense use 16
potus sense 16
get potus 16
get idiot 16
iraq troop 16
home iraq 16
meet nice 16
meet saudi 16
puppet saudi 16
pulling puppet 16
pulling string 16
boy let 16
iran shoot 16
exact know 16
casualty exact 16
air casualty 16
attract iraq 8
dare thanks 8
assassin dare 8
damn lost 8
damn mind 8
kid literally 8
got kid 8
elected money 8
110 patriot 8
intelligent president 8
president pushing 8
pushing use 8
military use 8
military service 8
trump unlike 64
obama unlike 64
aiding obama 64
aiding iran 64
hostile iran 64
hostile regime 64
dealing regime 64
amp prayer 16
amp blessing 8
blessing usa 8
bible teach 8
teach u 8
defense war 16
iranattacks war 8
plot twist 8
hell unleash 8
hell mr 8
must never 8
like never 9
johnson say 32
say soleimani 32
blood soleimani 32
blood british 32
far ge 8
decision support 8
decision well 8
kill thou 8
applies kill 8
applies regardless 8
regardless trigger 8
restraint use 8
overwhelming restraint 8
mess overwhelming 8
mess world 8
america let 8
another let 8
another benghazi 8
benghazi happen 8
dope well 8
stupid war 8
acknowledge waiting 8
acknowledge earthquake 8
devastation earthquake 8
devastation rocked 8
rico rocked 8
obama president 33
gas obama 8
removed well 8
military put 8
harm military 8
harm way 8
try way 8
change try 8
change news 8
cycle news 8
cycle even 8
appreciate service 8
general service 8
general wait 8
possible president 8
possible suspect 8
best mister 8
america still 8
still want 8
playing think 8
gi playing 8
game gi 8
game hope 8
go hope 8
death toll 8
american toll 8
new soldier 8
iranian president 8
president rouhani 8
rouhani said 8
said ultimate 8
revenge ultimate 8
stay tuned 8
fate son 8
american son 8
game trump 8
game suffer 8
hope started 8
good started 8
boy morning 8
innocent stop 8
innocent old 8
old people 8
die stop 8
oil well 8
curse trump 8
curse dog 8
line usa 8
henry line 8
henry pakistan 8
next pakistan 8
ayatollah leader 8
ali ayatollah 8
ali khamenei 8
khamenei said 8
god wisdom 8
lead wisdom 8
iran lead 8
iran issue 8
issue wise 8
believe man 8
beg european 8
beg continue 8
continue easy 8
side thing 8
none witness 8
make witness 8
corrupt make 8
corrupt democrat 8
democrat manipulating 8
manipulating public 8
facing time 8
facing nation 8
morning nation 8
hope morning 8
hope tell 8
america tell 8
ha much 8
keep world 16
keep oil 16
check price 16
check way 16
iran way 16
empty word 8
empty meaningless 8
meaningless well 8
well wish 8
shut wish 8
govern shut 8
govern quit 8
common innocent 8
dying ur 8
hunger ur 8
hunger power 8
case power 8
case india 8
cracking fear 16
love praying 8
praying trust 8
know trust 8
know way 8
forward way 8
kingdom youth 8
jordan love 8
america long 16
live long 16
america live 16
seriously well 24
going seriously 24
gaslight going 24
gaslight u 24
nothing u 24
see statement 24
flash news 24
flash obama 24
due year 24
far hope 24
hope praying 24
need praying 24
need pray 24
man think 24
think voted 24
bring voted 24
bring rain 24
iran rain 24
iran uranium 24
entire trump 24
arab entire 24
arab islamic 24
islamic nation 24
love nation 24
justice peace 32
love please 24
peace war 24
country good 24
country love 24
love people 32
caste people 24
caste insane 24
attack insane 24
leadership sad 24
alright mr 24
let tread 24
carefully tread 24
carefully issue 24
god issue 24
bless united 24
notorious u 24
evil notorious 24
country evil 24
country planet 24
president way 24
statement use 24
press twitter 24
press room 24
must pay 24
attention pay 24
attention terrorist 24
controlled terrorist 24
controlled nigeria 24
government sponsored 24
sponsored terrorist 24
protester terrorist 24
created hot 24
conflict hot 24
conflict iran 32
iran retaliated 24
moderately retaliated 24
might moderately 24
putting war 24
business putting 24
business model 24
model stake 24
potty time 24
eat time 24
brush eat 24
brush business 24
business iranian 24
begging world 24
begging wise 24
breaking wise 24
breaking irak 24
irak iranattacks 24
like operation 24
like tiger 24
future tiger 24
depend future 24
depend trump 24
starting thanks 24
ego hope 24
ego satisfied 24
keep please 24
keep word 24
american word 25
people voted 24
office voted 24
leave office 24
coward iran 16
base get 16
attacked solder 16
messenger removed 16
damaged messenger 16
damaged sender 16
message sender 16
message target 16
iran self 16
control even 16
even told 16
military told 16
personally want 16
relent tell 16
relent restrain 16
restrain retaliating 16
iran retaliating 16
iran world 16
wont world 16
safe wont 16
safe stay 16
quiet stay 16
dementia symptom 16
dementia worse 16
night worse 16
peaceful trying 16
iranattacks peaceful 16
dodging narrowly 16
bullet dodging 16
bullet nothing 16
military nothing 16
equipment hardware 16
hardware plain 16
luck plain 16
think u 16
like obama 16
humor obama 16
heart humor 16
level place 16
crazy damn 16
